,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID	,Codeshare,Stops,Equipment
24039,EY,2222,ATL,3682,ORD,3830,Y,0,E75 CR7
32252,IB,2822,ATL,3682,ORD,3830,Y,0,E75
36426,KL,3090,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88
38000,LH,3320,ATL,3682,ORD,3830,Y,0,CR7
40497,MH,3378,ATL,3682,ORD,3830,Y,0,E75 CR7
42752,NH,324,ATL,3682,ORD,3830,Y,0,CR7
44938,OZ,28,ATL,3682,ORD,3830,Y,0,CR7
46765,QF,4089,ATL,3682,ORD,3830,Y,0,E75 CR7
47296,QR,4091,ATL,3682,ORD,3830,Y,0,CR7
55808,UA,5209,ATL,3682,ORD,3830,Y,0,CR7 ERJ E70
58605,US,5265,ATL,3682,ORD,3830,Y,0,CR7 E75
61689,VS,5347,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88 717
5731,AA,24,LAX,3484,ORD,3830,,0,738
11725,AS,439,LAX,3484,ORD,3830,Y,0,738
43472,NK,4687,LAX,3484,ORD,3830,,0,319
50489,SQ,4435,LAX,3484,ORD,3830,Y,0,320
56993,UA,5209,LAX,3484,ORD,3830,,0,739 738 752 320 319 753
59517,US,5265,LAX,3484,ORD,3830,,0,738
62014,VX,5331,LAX,3484,ORD,3830,,0,320
5282,AA,24,DFW,3670,ORD,3830,,0,M80 M83
43380,NK,4687,DFW,3670,ORD,3830,,0,320
56223,UA,5209,DFW,3670,ORD,3830,,0,319
59131,US,5265,DFW,3670,ORD,3830,,0,M80 M83
5156,AA,24,DEN,3751,ORD,3830,,0,M80 M83
43363,NK,4687,DEN,3751,ORD,3830,,0,320
56170,UA,5209,DEN,3751,ORD,3830,,0,739 752 738 319 320 73G
59009,US,5265,DEN,3751,ORD,3830,,0,CR7
5631,AA,24,JFK,3797,ORD,3830,,0,738
14082,B6,3029,JFK,3797,ORD,3830,,0,3.2E+92
20968,DL,2009,JFK,3797,ORD,3830,,0,CR9
47491,QR,4091,JFK,3797,ORD,3830,Y,0,738
59446,US,5265,JFK,3797,ORD,3830,,0,738
6776,AA,24,SFO,3469,ORD,3830,,0,738
11982,AS,439,SFO,3469,ORD,3830,Y,0,738
57677,UA,5209,SFO,3469,ORD,3830,,0,738 739 752 320 753 319 777 73G
60357,US,5265,SFO,3469,ORD,3830,,0,738
62042,VX,5331,SFO,3469,ORD,3830,,0,320
6757,AA,24,SEA,3577,ORD,3830,,0,738
11952,AS,439,SEA,3577,ORD,3830,,0,739 73J 73H
57621,UA,5209,SEA,3577,ORD,3830,,0,738 320 739 752 319
60345,US,5265,SEA,3577,ORD,3830,,0,738
5961,AA,24,MCO,3878,ORD,3830,,0,738 M83 M80
43489,NK,4687,MCO,3878,ORD,3830,,0,320
57098,UA,5209,MCO,3878,ORD,3830,,0,73G 738 320 752 739
59645,US,5265,MCO,3878,ORD,3830,,0,738 M83 M80
5682,AA,24,LAS,3877,ORD,3830,,0,M83 738
43462,NK,4687,LAS,3877,ORD,3830,,0,319 320
56947,UA,5209,LAS,3877,ORD,3830,,0,73G 738 739 320 752 319
59481,US,5265,LAS,3877,ORD,3830,,0,M83 738
4977,AA,24,CLT,3876,ORD,3830,,0,321 320 CR9 E90
56019,UA,5209,CLT,3876,ORD,3830,,0,320 319
58836,US,5265,CLT,3876,ORD,3830,,0,321 320 E90
5403,AA,24,EWR,3494,ORD,3830,Y,0,E75 CR7
56365,UA,5209,EWR,3494,ORD,3830,,0,73G 320 738 752 319 739 763
59238,US,5265,EWR,3494,ORD,3830,,0,CR7 E75
6564,AA,24,PHX,3462,ORD,3830,,0,M83 320 321 738
57463,UA,5209,PHX,3462,ORD,3830,,0,319 739 738 320 752
60182,US,5265,PHX,3462,ORD,3830,,0,M83 320 321 738
5555,AA,24,IAH,3550,ORD,3830,Y,0,CR7
43451,NK,4687,IAH,3550,ORD,3830,,0,319
56808,UA,5209,IAH,3550,ORD,3830,,0,752 739 73G 319 738 320 753
59368,US,5265,IAH,3550,ORD,3830,,0,CR7
6078,AA,24,MIA,3576,ORD,3830,,0,738 763
57145,UA,5209,MIA,3576,ORD,3830,Y,0,CR7
59749,US,5265,MIA,3576,ORD,3830,,0,738 763
4803,AA,24,BOS,3448,ORD,3830,,0,738
13937,B6,3029,BOS,3448,ORD,3830,,0,3.2E+92
43345,NK,4687,BOS,3448,ORD,3830,,0,319
55886,UA,5209,BOS,3448,ORD,3830,,0,739 752 738 73G 319 320 753
58677,US,5265,BOS,3448,ORD,3830,,0,738
6144,AA,24,MSP,3858,ORD,3830,Y,0,E75 CR7
21422,DL,2009,MSP,3858,ORD,3830,,0,M90 M88 320 319
43499,NK,4687,MSP,3858,ORD,3830,,0,320 319
57180,UA,5209,MSP,3858,ORD,3830,,0,73G 738 319
59811,US,5265,MSP,3858,ORD,3830,,0,E75
5366,AA,24,DTW,3645,ORD,3830,Y,0,E75 ERD ER4 CR7
20665,DL,2009,DTW,3645,ORD,3830,,0,717 M90
56253,UA,5209,DTW,3645,ORD,3830,,0,320
59213,US,5265,DTW,3645,ORD,3830,,0,ERD ER4 E75
5430,AA,24,FLL,3533,ORD,3830,,0,738
43426,NK,4687,FLL,3533,ORD,3830,,0,320 319
56453,UA,5209,FLL,3533,ORD,3830,,0,752 739
59262,US,5265,FLL,3533,ORD,3830,,0,738
6474,AA,24,PHL,3752,ORD,3830,,0,320 319 321 E90
57454,UA,5209,PHL,3752,ORD,3830,,0,320 738 739 752 73G 319
60092,US,5265,PHL,3752,ORD,3830,,0,320 319 321 E90
5780,AA,24,LGA,3697,ORD,3830,,0,738
21143,DL,2009,LGA,3697,ORD,3830,Y,0,E75 E70
43480,NK,4687,LGA,3697,ORD,3830,,0,320
57037,UA,5209,LGA,3697,ORD,3830,,0,319 320 738 73G 752
59561,US,5265,LGA,3697,ORD,3830,,0,738
4837,AA,24,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7
55931,UA,5209,BWI,3849,ORD,3830,,0,73G 738 320 739 319
58704,US,5265,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7
6827,AA,24,SLC,3536,ORD,3830,Y,0,E75 CR7
21838,DL,2009,SLC,3536,ORD,3830,Y,0,CR9 E75
57744,UA,5209,SLC,3536,ORD,3830,Y,0,E70 CR7
60399,US,5265,SLC,3536,ORD,3830,Y,0,E75 CR7
6703,AA,24,SAN,3731,ORD,3830,,0,738
11895,AS,439,SAN,3731,ORD,3830,Y,0,738
57580,UA,5209,SAN,3731,ORD,3830,,0,739 320 738
60312,US,5265,SAN,3731,ORD,3830,,0,738
56666,UA,5209,IAD,3714,ORD,3830,,0,319 320 752 753 739 738
5124,AA,24,DCA,3520,ORD,3830,,0,738 M83 M80
56073,UA,5209,DCA,3520,ORD,3830,,0,738 320 73G 319
58980,US,5265,DCA,3520,ORD,3830,,0,738 M83
6906,AA,24,TPA,3646,ORD,3830,,0,738 M83 M80
43568,NK,4687,TPA,3646,ORD,3830,,0,319
57808,UA,5209,TPA,3646,ORD,3830,,0,739 320 73G
60455,US,5265,TPA,3646,ORD,3830,,0,738 M83 M80
56582,UA,5209,HNL,3728,ORD,3830,,0,777
6381,AA,24,PDX,3720,ORD,3830,,0,738
11834,AS,439,PDX,3720,ORD,3830,,0,73G
57435,UA,5209,PDX,3720,ORD,3830,,0,320 319 752 738 739
60006,US,5265,PDX,3720,ORD,3830,,0,738
4774,AA,24,BNA,3690,ORD,3830,Y,0,ERD ER4 CR7 E75
55864,UA,5209,BNA,3690,ORD,3830,Y,0,ERJ CRJ
58658,US,5265,BNA,3690,ORD,3830,,0,ER4 CR7
4723,AA,24,AUS,3673,ORD,3830,,0,M83 M80
55823,UA,5209,AUS,3673,ORD,3830,,0,739 320 752
58615,US,5265,AUS,3673,ORD,3830,,0,M83 M80
6854,AA,24,STL,3678,ORD,3830,,0,M80 M83 738
57773,UA,5209,STL,3678,ORD,3830,Y,0,ER4 CR7
60421,US,5265,STL,3678,ORD,3830,,0,M80 M83 738
6796,AA,24,SJC,3748,ORD,3830,,0,738
60375,US,5265,SJC,3748,ORD,3830,,0,738
6655,AA,24,RDU,3626,ORD,3830,,0,M80 738
57535,UA,5209,RDU,3626,ORD,3830,,0,738
60264,US,5265,RDU,3626,ORD,3830,,0,M80 738
6152,AA,24,MSY,3861,ORD,3830,Y,0,E75
7987,AC,330,MSY,3861,ORD,3830,Y,0,320 CR7 319 ERJ
14835,BA,1355,MSY,3861,ORD,3830,Y,0,E75
23001,EI,837,MSY,3861,ORD,3830,Y,0,320
43071,NH,324,MSY,3861,ORD,3830,Y,0,CR7
47015,QF,4089,MSY,3861,ORD,3830,Y,0,E75
57189,UA,5209,MSY,3861,ORD,3830,,0,320 319
59818,US,5265,MSY,3861,ORD,3830,Y,0,E75
43516,NK,4687,OAK,3453,ORD,3830,,0,319
57753,UA,5209,SMF,3817,ORD,3830,,0,739 319 320
5949,AA,24,MCI,3458,ORD,3830,Y,0,E75 ER4 CR7 ERD
57086,UA,5209,MCI,3458,ORD,3830,Y,0,ERJ CR7 E70 CRJ
59635,US,5265,MCI,3458,ORD,3830,,0,CR7 ER4
6838,AA,24,SNA,3867,ORD,3830,,0,738
57759,UA,5209,SNA,3867,ORD,3830,,0,73G
60408,US,5265,SNA,3867,ORD,3830,,0,738
6684,AA,24,RSW,3793,ORD,3830,,0,738 M80
43547,NK,4687,RSW,3793,ORD,3830,,0,319
57565,UA,5209,RSW,3793,ORD,3830,,0,320
60292,US,5265,RSW,3793,ORD,3830,,0,738 M80
6714,AA,24,SAT,3621,ORD,3830,Y,0,E75 CR7
57590,UA,5209,SAT,3621,ORD,3830,Y,0,CR7
60318,US,5265,SAT,3621,ORD,3830,,0,E75
4885,AA,24,CLE,3486,ORD,3830,Y,0,CR7 ER4 ERD
55999,UA,5209,CLE,3486,ORD,3830,,0,73G 319 738 320
58743,US,5265,CLE,3486,ORD,3830,,0,ER4 CR7 ERD
5572,AA,24,IND,3585,ORD,3830,Y,0,E75 ER4 ERD CR7
56883,UA,5209,IND,3585,ORD,3830,Y,0,ERJ E70 CR7 CRJ
59387,US,5265,IND,3585,ORD,3830,Y,0,E75 ER4 ERD CR7
6601,AA,24,PIT,3570,ORD,3830,Y,0,E75 CR7 ER4
57475,UA,5209,PIT,3570,ORD,3830,,0,738 320 319 73G
60219,US,5265,PIT,3570,ORD,3830,,0,CR7 ER4 E75
6818,AA,24,SJU,2890,ORD,3830,,0,738
14256,B6,3029,SJU,2890,ORD,3830,,0,320
57740,UA,5209,SJU,2890,ORD,3830,,0,738 739
60391,US,5265,SJU,2890,ORD,3830,,0,738
5060,AA,24,CVG,3488,ORD,3830,Y,0,ER4
20506,DL,2009,CVG,3488,ORD,3830,Y,0,CRJ CR9
56057,UA,5209,CVG,3488,ORD,3830,Y,0,CR7 ER4 ERJ CRJ
58916,US,5265,CVG,3488,ORD,3830,,0,ER4
5031,AA,24,CMH,3759,ORD,3830,Y,0,ER4 CR7 ERD
56026,UA,5209,CMH,3759,ORD,3830,,0,738 319 739
58889,US,5265,CMH,3759,ORD,3830,,0,ER4
4699,AA,24,ATL,3682,DFW,3670,,0,M80 319 M83
9057,AF,137,ATL,3682,DFW,3670,Y,0,M88 319
12986,AZ,596,ATL,3682,DFW,3670,Y,0,M88
14417,BA,1355,ATL,3682,DFW,3670,,0,
17394,CI,1756,ATL,3682,DFW,3670,,0,74Y
20108,DL,2009,ATL,3682,DFW,3670,,0,M88 319 738
36355,KL,3090,ATL,3682,DFW,3670,Y,0,M88
43336,NK,4687,ATL,3682,DFW,3670,,0,320
46764,QF,4089,ATL,3682,DFW,3670,Y,0,M80 319 M83
58603,US,5265,ATL,3682,DFW,3670,Y,0,M80 319 M83
61666,VS,5347,ATL,3682,DFW,3670,Y,0,M88 738
5701,AA,24,LAX,3484,DFW,3670,,0,738 763 757 M83
11704,AS,439,LAX,3484,DFW,3670,Y,0,738 763 757 M83
43466,NK,4687,LAX,3484,DFW,3670,,0,319
56965,UA,5209,LAX,3484,DFW,3670,Y,0,CR7
59495,US,5265,LAX,3484,DFW,3670,Y,0,738 763 757 M83
62007,VX,5331,LAX,3484,DFW,3670,,0,319 320
6256,AA,24,ORD,3830,DFW,3670,,0,M80 M83 738
43520,NK,4687,ORD,3830,DFW,3670,,0,320
57289,UA,5209,ORD,3830,DFW,3670,,0,73G 738 320
59898,US,5265,ORD,3830,DFW,3670,Y,0,M80 M83 738
5152,AA,24,DEN,3751,DFW,3670,,0,738 M83 M80
24366,F9,2468,DEN,3751,DFW,3670,,0,319 320
43357,NK,4687,DEN,3751,DFW,3670,,0,320 319
56107,UA,5209,DEN,3751,DFW,3670,,0,319 739 73G
59006,US,5265,DEN,3751,DFW,3670,,0,738 M83 M80
5608,AA,24,JFK,3797,DFW,3670,,0,738 757
20939,DL,2009,JFK,3797,DFW,3670,,0,CR9
59428,US,5265,JFK,3797,DFW,3670,,0,738 757
6769,AA,24,SFO,3469,DFW,3670,,0,738 757 763
11978,AS,439,SFO,3469,DFW,3670,Y,0,738 757 763
57643,UA,5209,SFO,3469,DFW,3670,,0,319 738 739
60351,US,5265,SFO,3469,DFW,3670,,0,738 757 763
62034,VX,5331,SFO,3469,DFW,3670,,0,320 319
6745,AA,24,SEA,3577,DFW,3670,,0,738 757
11922,AS,439,SEA,3577,DFW,3670,,0,73J 739
60342,US,5265,SEA,3577,DFW,3670,,0,738 757
5955,AA,24,MCO,3878,DFW,3670,,0,738 M83 M80 757
43484,NK,4687,MCO,3878,DFW,3670,,0,320 319
59641,US,5265,MCO,3878,DFW,3670,,0,738 M83 M80 757
5676,AA,24,LAS,3877,DFW,3670,,0,M80 738 M83 757
43455,NK,4687,LAS,3877,DFW,3670,,0,320 319
59477,US,5265,LAS,3877,DFW,3670,,0,M80 738 M83 757
4922,AA,24,CLT,3876,DFW,3670,,0,M80 321 319 M83 320 737 757
58780,US,5265,CLT,3876,DFW,3670,,0,M80 321 319 M83 320 734 752
5399,AA,24,EWR,3494,DFW,3670,,0,M83 M80
56314,UA,5209,EWR,3494,DFW,3670,,0,319 73G 738
59234,US,5265,EWR,3494,DFW,3670,,0,M83 M80
6530,AA,24,PHX,3462,DFW,3670,,0,M80 M83 319 738 321 320
43542,NK,4687,PHX,3462,DFW,3670,,0,320 319
60148,US,5265,PHX,3462,DFW,3670,,0,M83 319 738 321 M80 320
5550,AA,24,IAH,3550,DFW,3670,,0,M80 M83
56742,UA,5209,IAH,3550,DFW,3670,Y,0,ERJ E70 CRJ CR7
59363,US,5265,IAH,3550,DFW,3670,,0,M80 M83
6031,AA,24,MIA,3576,DFW,3670,,0,738 757
59706,US,5265,MIA,3576,DFW,3670,,0,738 757
4794,AA,24,BOS,3448,DFW,3670,,0,738 757
13922,B6,3029,BOS,3448,DFW,3670,,0,E90
43342,NK,4687,BOS,3448,DFW,3670,,0,319
58671,US,5265,BOS,3448,DFW,3670,,0,738 757
6142,AA,24,MSP,3858,DFW,3670,,0,M80 M83 738
21371,DL,2009,MSP,3858,DFW,3670,,0,319
43495,NK,4687,MSP,3858,DFW,3670,,0,319
51683,SY,4356,MSP,3858,DFW,3670,,0,738
59809,US,5265,MSP,3858,DFW,3670,,0,M80 M83 738
5363,AA,24,DTW,3645,DFW,3670,,0,M83 M80 738
20610,DL,2009,DTW,3645,DFW,3670,,0,319 M88 320
43390,NK,4687,DTW,3645,DFW,3670,,0,319
59210,US,5265,DTW,3645,DFW,3670,,0,M83 738 M80
5429,AA,24,FLL,3533,DFW,3670,,0,738
43411,NK,4687,FLL,3533,DFW,3670,,0,319 320
59261,US,5265,FLL,3533,DFW,3670,,0,738
6432,AA,24,PHL,3752,DFW,3670,,0,M83 319 320 738 M80 E90 757
43538,NK,4687,PHL,3752,DFW,3670,,0,320
60051,US,5265,PHL,3752,DFW,3670,,0,M83 319 320 738 M80 E90 752
5774,AA,24,LGA,3697,DFW,3670,,0,738
21119,DL,2009,LGA,3697,DFW,3670,,0,E75
43476,NK,4687,LGA,3697,DFW,3670,,0,319
59555,US,5265,LGA,3697,DFW,3670,,0,738
4833,AA,24,BWI,3849,DFW,3670,,0,M83 M80
43347,NK,4687,BWI,3849,DFW,3670,,0,320
58701,US,5265,BWI,3849,DFW,3670,,0,M83 M80
6825,AA,24,SLC,3536,DFW,3670,,0,M80 M83
21802,DL,2009,SLC,3536,DFW,3670,,0,320
60397,US,5265,SLC,3536,DFW,3670,,0,M80 M83
6696,AA,24,SAN,3731,DFW,3670,,0,M83 M80 738 757
11884,AS,439,SAN,3731,DFW,3670,Y,0,M83 M80 738 757
43549,NK,4687,SAN,3731,DFW,3670,,0,319
60308,US,5265,SAN,3731,DFW,3670,,0,M83 M80 738 757
5544,AA,24,IAD,3714,DFW,3670,,0,738 M80
56622,UA,5209,IAD,3714,DFW,3670,,0,320 73G 738
59356,US,5265,IAD,3714,DFW,3670,,0,738 M80
5093,AA,24,DCA,3520,DFW,3670,,0,738 M80
58949,US,5265,DCA,3520,DFW,3670,,0,738 M80
6902,AA,24,TPA,3646,DFW,3670,,0,738 M83 M80
43565,NK,4687,TPA,3646,DFW,3670,,0,320
60452,US,5265,TPA,3646,DFW,3670,,0,738 M83 M80
5520,AA,24,HNL,3728,DFW,3670,,0,763
59337,US,5265,HNL,3728,DFW,3670,,0,763
6376,AA,24,PDX,3720,DFW,3670,,0,M83
11820,AS,439,PDX,3720,DFW,3670,,0,73J
43535,NK,4687,PDX,3720,DFW,3670,,0,320
60005,US,5265,PDX,3720,DFW,3670,,0,M83
4769,AA,24,BNA,3690,DFW,3670,,0,M80 738 M83
58653,US,5265,BNA,3690,DFW,3670,,0,M80 738 M83
4718,AA,24,AUS,3673,DFW,3670,,0,M80 738 M83
58612,US,5265,AUS,3673,DFW,3670,,0,M80 738 M83
6850,AA,24,STL,3678,DFW,3670,,0,M83 M80 738
25522,FL,1316,STL,3678,DFW,3670,Y,0,73W
60417,US,5265,STL,3678,DFW,3670,,0,M83 M80 738
6789,AA,24,SJC,3748,DFW,3670,,0,M83
60373,US,5265,SJC,3748,DFW,3670,,0,M83
5530,AA,24,HOU,3566,DFW,3670,,0,M83 M80
59344,US,5265,HOU,3566,DFW,3670,,0,M83 M80
6649,AA,24,RDU,3626,DFW,3670,,0,M83 M80 738
60258,US,5265,RDU,3626,DFW,3670,,0,M83 M80 738
6150,AA,24,MSY,3861,DFW,3670,,0,M80 M83
14833,BA,1355,MSY,3861,DFW,3670,Y,0,M80 M83
17983,CX,1680,MSY,3861,DFW,3670,Y,0,M83 M80
43500,NK,4687,MSY,3861,DFW,3670,,0,319
47014,QF,4089,MSY,3861,DFW,3670,Y,0,M80 M83
59816,US,5265,MSY,3861,DFW,3670,Y,0,M80 M83
43514,NK,4687,OAK,3453,DFW,3670,,0,319
6832,AA,24,SMF,3817,DFW,3670,,0,M83
60404,US,5265,SMF,3817,DFW,3670,,0,M83
5948,AA,24,MCI,3458,DFW,3670,,0,M83 M80
59634,US,5265,MCI,3458,DFW,3670,,0,M83 M80
6837,AA,24,SNA,3867,DFW,3670,,0,738
12018,AS,439,SNA,3867,DFW,3670,Y,0,738
60407,US,5265,SNA,3867,DFW,3670,,0,738
6682,AA,24,RSW,3793,DFW,3670,,0,738
60291,US,5265,RSW,3793,DFW,3670,,0,738
6713,AA,24,SAT,3621,DFW,3670,,0,M80 M83
60317,US,5265,SAT,3621,DFW,3670,,0,M80 M83
4882,AA,24,CLE,3486,DFW,3670,,0,319
55978,UA,5209,CLE,3486,DFW,3670,Y,0,ERJ CRJ
58740,US,5265,CLE,3486,DFW,3670,,0,319
5568,AA,24,IND,3585,DFW,3670,,0,M80 M83
59383,US,5265,IND,3585,DFW,3670,,0,M80 M83
6596,AA,24,PIT,3570,DFW,3670,,0,M80
60214,US,5265,PIT,3570,DFW,3670,,0,M80
64315,WN,4547,PIT,3570,DFW,3670,Y,0,717
6812,AA,24,SJU,2890,DFW,3670,,0,757
60388,US,5265,SJU,2890,DFW,3670,,0,757
5057,AA,24,CVG,3488,DFW,3670,Y,0,ER4 ERD
20488,DL,2009,CVG,3488,DFW,3670,Y,0,CR9
58913,US,5265,CVG,3488,DFW,3670,,0,ER4
5026,AA,24,CMH,3759,DFW,3670,,0,M83 M80
58884,US,5265,CMH,3759,DFW,3670,,0,M83 M80
7815,AC,330,ATL,3682,DEN,3751,Y,0,CR7
9056,AF,137,ATL,3682,DEN,3751,Y,0,M90 757 738
10866,AM,321,ATL,3682,DEN,3751,Y,0,M90 738 757
12985,AZ,596,ATL,3682,DEN,3751,Y,0,M90
20107,DL,2009,ATL,3682,DEN,3751,,0,M90 738 757
24318,F9,2468,ATL,3682,DEN,3751,,0,319
24867,FL,1316,ATL,3682,DEN,3751,,0,73G
36354,KL,3090,ATL,3682,DEN,3751,Y,0,757 M90
55802,UA,5209,ATL,3682,DEN,3751,Y,0,CR7
61665,VS,5347,ATL,3682,DEN,3751,Y,0,757 M90
63449,WN,4547,ATL,3682,DEN,3751,,0,73W
5700,AA,24,LAX,3484,DEN,3751,Y,0,CR7
11703,AS,439,LAX,3484,DEN,3751,Y,0,CR7
24443,F9,2468,LAX,3484,DEN,3751,,0,320 319
25167,FL,1316,LAX,3484,DEN,3751,Y,0,73W
56964,UA,5209,LAX,3484,DEN,3751,,0,752 739 738 320 753 319
59494,US,5265,LAX,3484,DEN,3751,,0,CR7
63973,WN,4547,LAX,3484,DEN,3751,,0,73W 73C 733
6255,AA,24,ORD,3830,DEN,3751,,0,M80 M83
43519,NK,4687,ORD,3830,DEN,3751,,0,320
57288,UA,5209,ORD,3830,DEN,3751,,0,752 738 320 739 73G 753 319
59897,US,5265,ORD,3830,DEN,3751,,0,CR7
5202,AA,24,DFW,3670,DEN,3751,,0,738 M80 M83
24415,F9,2468,DFW,3670,DEN,3751,,0,319 320
43369,NK,4687,DFW,3670,DEN,3751,,0,320 319
56217,UA,5209,DFW,3670,DEN,3751,,0,319 738 320 739
59052,US,5265,DFW,3670,DEN,3751,,0,738 M80 M83
14062,B6,3029,JFK,3797,DEN,3751,,0,320
20938,DL,2009,JFK,3797,DEN,3751,,0,73H
24504,F9,2468,SFO,3469,DEN,3751,,0,320 319
25480,FL,1316,SFO,3469,DEN,3751,Y,0,73W
57642,UA,5209,SFO,3469,DEN,3751,,0,752 739 738 320 319
64428,WN,4547,SFO,3469,DEN,3751,,0,73C 73W
6744,AA,24,SEA,3577,DEN,3751,Y,0,737
11921,AS,439,SEA,3577,DEN,3751,,0,73G 73H 739
24503,F9,2468,SEA,3577,DEN,3751,,0,320 319
25470,FL,1316,SEA,3577,DEN,3751,Y,0,73W
57613,UA,5209,SEA,3577,DEN,3751,,0,738 320 739 752 753 319
64417,WN,4547,SEA,3577,DEN,3751,,0,73W 733 73C
24455,F9,2468,MCO,3878,DEN,3751,,0,319 320
25219,FL,1316,MCO,3878,DEN,3751,Y,0,73W 73H
57089,UA,5209,MCO,3878,DEN,3751,,0,752 738 739
64049,WN,4547,MCO,3878,DEN,3751,,0,73W 73H
24442,F9,2468,LAS,3877,DEN,3751,,0,319 320
25147,FL,1316,LAS,3877,DEN,3751,Y,0,73C 73W
43454,NK,4687,LAS,3877,DEN,3751,,0,319
56941,UA,5209,LAS,3877,DEN,3751,,0,320 752 319 738 739
63925,WN,4547,LAS,3877,DEN,3751,,0,73W 73H 73C 733 738
4921,AA,24,CLT,3876,DEN,3751,,0,321 320
58779,US,5265,CLT,3876,DEN,3751,,0,321 320
56313,UA,5209,EWR,3494,DEN,3751,,0,320 752 739 738 319
63777,WN,4547,EWR,3494,DEN,3751,,0,73W
6529,AA,24,PHX,3462,DEN,3751,,0,320 321
24481,F9,2468,PHX,3462,DEN,3751,,0,319 320
25398,FL,1316,PHX,3462,DEN,3751,Y,0,73H 73W 73C
43541,NK,4687,PHX,3462,DEN,3751,,0,320 319
57458,UA,5209,PHX,3462,DEN,3751,,0,738 752 739 320
60147,US,5265,PHX,3462,DEN,3751,,0,320 321
64273,WN,4547,PHX,3462,DEN,3751,,0,73W 73H 73C 733
24432,F9,2468,IAH,3550,DEN,3751,,0,320 319
43445,NK,4687,IAH,3550,DEN,3751,,0,320
56741,UA,5209,IAH,3550,DEN,3751,,0,320 752 788 738 739 753 319
6030,AA,24,MIA,3576,DEN,3751,,0,738
57136,UA,5209,MIA,3576,DEN,3751,,0,319
59705,US,5265,MIA,3576,DEN,3751,,0,738
13921,B6,3029,BOS,3448,DEN,3751,,0,320
55878,UA,5209,BOS,3448,DEN,3751,,0,739 320 738
63564,WN,4547,BOS,3448,DEN,3751,,0,73W
21370,DL,2009,MSP,3858,DEN,3751,,0,M90 320
24468,F9,2468,MSP,3858,DEN,3751,,0,319 320
25333,FL,1316,MSP,3858,DEN,3751,Y,0,73C
43494,NK,4687,MSP,3858,DEN,3751,,0,319
57175,UA,5209,MSP,3858,DEN,3751,,0,320
64168,WN,4547,MSP,3858,DEN,3751,,0,73W 73H 73C
20609,DL,2009,DTW,3645,DEN,3751,,0,320 M90 738 757
24417,F9,2468,DTW,3645,DEN,3751,,0,320 319
43389,NK,4687,DTW,3645,DEN,3751,,0,320
56248,UA,5209,DTW,3645,DEN,3751,Y,0,CR7 E70
63759,WN,4547,DTW,3645,DEN,3751,,0,73C 73W
24423,F9,2468,FLL,3533,DEN,3751,,0,319 320
43410,NK,4687,FLL,3533,DEN,3751,,0,319
56442,UA,5209,FLL,3533,DEN,3751,,0,320 738
63794,WN,4547,FLL,3533,DEN,3751,,0,73W
6431,AA,24,PHL,3752,DEN,3751,,0,321 320
25390,FL,1316,PHL,3752,DEN,3751,Y,0,73W
57451,UA,5209,PHL,3752,DEN,3751,,0,738 319 739 752 320
60050,US,5265,PHL,3752,DEN,3751,,0,321 320
64255,WN,4547,PHL,3752,DEN,3751,,0,73W
21118,DL,2009,LGA,3697,DEN,3751,,0,320
24447,F9,2468,LGA,3697,DEN,3751,,0,320
57034,UA,5209,LGA,3697,DEN,3751,,0,752 320 738
63997,WN,4547,LGA,3697,DEN,3751,,0,73W
24956,FL,1316,BWI,3849,DEN,3751,Y,0,73W
55927,UA,5209,BWI,3849,DEN,3751,,0,739 320 738
63598,WN,4547,BWI,3849,DEN,3751,,0,73W
21801,DL,2009,SLC,3536,DEN,3751,,0,320
24508,F9,2468,SLC,3536,DEN,3751,,0,320 319
57741,UA,5209,SLC,3536,DEN,3751,Y,0,CR7 CRJ ERJ DH4 E70
64454,WN,4547,SLC,3536,DEN,3751,,0,73W 738 733 73C 73H
24501,F9,2468,SAN,3731,DEN,3751,,0,319 320
25442,FL,1316,SAN,3731,DEN,3751,Y,0,73H 73C
57575,UA,5209,SAN,3731,DEN,3751,,0,738 320 739 752
64376,WN,4547,SAN,3731,DEN,3751,,0,73W 73H 738
25122,FL,1316,IAD,3714,DEN,3751,Y,0,73W
56621,UA,5209,IAD,3714,DEN,3751,,0,739 752 319 738 320 753
63879,WN,4547,IAD,3714,DEN,3751,,0,73W
24347,F9,2468,DCA,3520,DEN,3751,,0,320 319
56070,UA,5209,DCA,3520,DEN,3751,,0,738 752 320
24517,F9,2468,TPA,3646,DEN,3751,,0,319 320
57800,UA,5209,TPA,3646,DEN,3751,,0,739 738 320
64525,WN,4547,TPA,3646,DEN,3751,,0,73W
24461,F9,2468,MDW,3747,DEN,3751,,0,319
25255,FL,1316,MDW,3747,DEN,3751,Y,0,73W
64092,WN,4547,MDW,3747,DEN,3751,,0,73W 73H
56571,UA,5209,HNL,3728,DEN,3751,,0,752
24476,F9,2468,PDX,3720,DEN,3751,,0,320 319
25385,FL,1316,PDX,3720,DEN,3751,Y,0,73W
57428,UA,5209,PDX,3720,DEN,3751,,0,739 738 752 320 73G
64243,WN,4547,PDX,3720,DEN,3751,,0,73W 73H
